country,dystopia_residual,economy,family,freedom,generosity,rank,score,health,lower_confidence,lower_whisker,region,standard_error,trust,upper_confidence,upper_whisker,year
Cameroon,3.195,0.543,0.556,0.425,0.205,91,5.142,0.159,NULL,4.996,Sub-Saharan Africa,0.074,0.058,NULL,5.288,2021
Senegal,3.071,0.518,0.558,0.381,0.158,92,5.132,0.357,NULL,4.998,Sub-Saharan Africa,0.068,0.088,NULL,5.266,2021
Albania,2.25,1.008,0.529,0.491,0.168,93,5.117,0.646,NULL,5.001,Central and Eastern Europe,0.059,0.024,NULL,5.234,2021
North Macedonia,2.042,1.068,0.772,0.45,0.212,94,5.101,0.535,NULL,5.001,Central and Eastern Europe,0.051,0.022,NULL,5.202,2021
Ghana,2.684,0.68,0.595,0.517,0.268,95,5.088,0.287,NULL,4.958,Sub-Saharan Africa,0.067,0.058,NULL,5.219,2021
Niger,3.47,0.162,0.402,0.516,0.2,96,5.074,0.167,NULL,4.875,Sub-Saharan Africa,0.102,0.157,NULL,5.273,2021
Turkmenistan,1.409,1.046,1.172,0.602,0.366,97,5.066,0.439,NULL,4.996,Central and Eastern Europe,0.036,0.033,NULL,5.136,2021
Gambia,2.99,0.367,0.511,0.384,0.465,98,5.051,0.21,NULL,4.877,Sub-Saharan Africa,0.089,0.123,NULL,5.225,2021
Benin,3.482,0.507,0.058,0.457,0.166,99,5.045,0.196,NULL,4.901,Sub-Saharan Africa,0.073,0.178,NULL,5.189,2021
Laos,2.204,0.808,0.598,0.643,0.268,100,5.03,0.33,NULL,4.941,Southeastern Asia,0.045,0.179,NULL,5.119,2021
Bangladesh,2.427,0.635,0.52,0.603,0.161,101,5.025,0.514,NULL,4.934,Southern Asia,0.046,0.164,NULL,5.115,2021
Guinea,3.216,0.42,0.399,0.384,0.25,102,4.984,0.206,NULL,4.808,Sub-Saharan Africa,0.09,0.111,NULL,5.16,2021
South Africa,2.187,0.967,0.895,0.447,0.144,103,4.956,0.265,NULL,4.839,Sub-Saharan Africa,0.06,0.051,NULL,5.074,2021
Turkey,1.852,1.26,0.809,0.236,0.097,104,4.948,0.59,NULL,4.857,Middle East and Northern Africa,0.046,0.104,NULL,5.038,2021
Pakistan,2.784,0.637,0.423,0.418,0.252,105,4.934,0.322,NULL,4.802,Southern Asia,0.068,0.097,NULL,5.066,2021
Morocco,2.749,0.792,0.219,0.477,0.034,106,4.918,0.558,NULL,4.8,Middle East and Northern Africa,0.06,0.088,NULL,5.036,2021
Venezuela,2.135,0.852,0.897,0.284,0.078,107,4.892,0.574,NULL,4.767,Latin America and Caribbean,0.064,0.072,NULL,5.017,2021
Georgia,2.191,1.03,0.47,0.488,0.032,108,4.891,0.498,NULL,4.785,Central and Eastern Europe,0.054,0.181,NULL,4.998,2021
Algeria,2.242,0.946,0.765,0.119,0.144,109,4.887,0.552,NULL,4.783,Middle East and Northern Africa,0.053,0.12,NULL,4.991,2021
Ukraine,1.813,0.979,0.958,0.417,0.181,110,4.875,0.517,NULL,4.773,Central and Eastern Europe,0.052,0.01,NULL,4.977,2021
Iraq,2.429,0.91,0.638,0.302,0.153,111,4.854,0.381,NULL,4.738,Middle East and Northern Africa,0.059,0.041,NULL,4.97,2021
Gabon,2.201,1.037,0.707,0.424,0.058,112,4.852,0.362,NULL,4.706,Sub-Saharan Africa,0.075,0.064,NULL,4.998,2021
Burkina Faso,3.133,0.364,0.472,0.381,0.182,113,4.834,0.179,NULL,4.675,Sub-Saharan Africa,0.081,0.122,NULL,4.993,2021
Cambodia,2.148,0.603,0.68,0.702,0.21,114,4.83,0.426,NULL,4.698,Southeastern Asia,0.067,0.061,NULL,4.963,2021
Mozambique,2.783,0.183,0.634,0.608,0.228,115,4.794,0.196,NULL,4.592,Sub-Saharan Africa,0.103,0.163,NULL,4.997,2021
Nigeria,2.736,0.663,0.625,0.433,0.212,116,4.759,0.051,NULL,4.658,Sub-Saharan Africa,0.052,0.039,NULL,4.861,2021
Mali,3.016,0.387,0.59,0.384,0.164,117,4.723,0.11,NULL,4.563,Sub-Saharan Africa,0.082,0.072,NULL,4.884,2021
Iran,1.823,1.03,0.557,0.275,0.33,118,4.721,0.561,NULL,4.614,Middle East and Northern Africa,0.055,0.144,NULL,4.828,2021
Uganda,2.596,0.364,0.718,0.398,0.267,119,4.636,0.24,NULL,4.493,Sub-Saharan Africa,0.073,0.054,NULL,4.78,2021
Liberia,2.857,0.228,0.58,0.43,0.221,120,4.625,0.253,NULL,4.417,Sub-Saharan Africa,0.106,0.057,NULL,4.833,2021
Kenya,2.18,0.603,0.508,0.483,0.375,121,4.607,0.385,NULL,4.466,Sub-Saharan Africa,0.072,0.073,NULL,4.747,2021
Tunisia,2.138,0.919,0.515,0.334,0.057,122,4.596,0.59,NULL,4.484,Middle East and Northern Africa,0.058,0.044,NULL,4.709,2021
Lebanon,1.736,1.045,0.868,0.175,0.14,123,4.584,0.595,NULL,4.477,Middle East and Northern Africa,0.055,0.026,NULL,4.691,2021
Namibia,2.068,0.882,0.801,0.411,0.091,124,4.574,0.262,NULL,4.448,Sub-Saharan Africa,0.064,0.059,NULL,4.7,2021
Palestinian Territories,2.131,0.646,0.819,0.33,0.082,125,4.517,0.434,NULL,4.384,Middle East and Northern Africa,0.067,0.075,NULL,4.649,2021
Myanmar,1.407,0.666,0.713,0.601,0.52,126,4.426,0.341,NULL,4.324,Southeastern Asia,0.052,0.178,NULL,4.527,2021
Jordan,1.553,0.89,0.685,0.455,0.079,127,4.395,0.583,NULL,4.273,Middle East and Northern Africa,0.062,0.15,NULL,4.516,2021
Chad,3.209,0.255,0.353,0.24,0.215,128,4.355,0,NULL,4.171,Sub-Saharan Africa,0.094,0.084,NULL,4.54,2021
Sri Lanka,1.075,0.99,0.82,0.559,0.239,129,4.325,0.593,NULL,4.196,Southern Asia,0.066,0.049,NULL,4.454,2021
Swaziland,2.155,0.849,0.693,0.323,0.067,130,4.308,0.074,NULL,4.168,Sub-Saharan Africa,0.071,0.147,NULL,4.448,2021
Comoros,2.61,0.488,0.367,0.202,0.241,131,4.289,0.279,NULL,4.123,Sub-Saharan Africa,0.084,0.101,NULL,4.454,2021
Egypt,1.648,0.954,0.647,0.446,0.069,132,4.283,0.426,NULL,4.195,Middle East and Northern Africa,0.045,0.092,NULL,4.371,2021
Ethiopia,2.089,0.37,0.679,0.451,0.241,133,4.275,0.331,NULL,4.175,Sub-Saharan Africa,0.051,0.114,NULL,4.374,2021
Mauritania,2.069,0.666,0.749,0.218,0.119,134,4.227,0.273,NULL,4.09,Sub-Saharan Africa,0.07,0.133,NULL,4.365,2021
Madagascar,2.62,0.266,0.503,0.207,0.185,135,4.208,0.341,NULL,4.068,Sub-Saharan Africa,0.072,0.087,NULL,4.349,2021
Togo,2.806,0.254,0.239,0.289,0.209,136,4.107,0.203,NULL,3.956,Sub-Saharan Africa,0.077,0.107,NULL,4.258,2021
Zambia,1.975,0.528,0.552,0.487,0.227,137,4.073,0.231,NULL,3.938,Sub-Saharan Africa,0.069,0.074,NULL,4.209,2021
Sierra Leone,2.396,0.279,0.377,0.408,0.243,138,3.849,0.1,NULL,3.698,Sub-Saharan Africa,0.077,0.047,NULL,4.001,2021
India,1.405,0.741,0.316,0.622,0.246,139,3.819,0.383,NULL,3.769,Southern Asia,0.026,0.106,NULL,3.869,2021
Burundi,2.876,0,0.062,0.298,0.172,140,3.775,0.155,NULL,3.565,Sub-Saharan Africa,0.107,0.212,NULL,3.985,2021
Yemen,1.776,0.329,0.831,0.268,0.092,141,3.658,0.272,NULL,3.521,Middle East and Northern Africa,0.07,0.089,NULL,3.794,2021
Tanzania,1.263,0.433,0.54,0.549,0.307,142,3.623,0.3,NULL,3.485,Sub-Saharan Africa,0.071,0.231,NULL,3.762,2021
Haiti,2.06,0.294,0.173,0.257,0.463,143,3.615,0.227,NULL,3.276,Latin America and Caribbean,0.173,0.139,NULL,3.953,2021
Malawi,2.19,0.113,0.168,0.484,0.213,144,3.6,0.298,NULL,3.419,Sub-Saharan Africa,0.092,0.134,NULL,3.781,2021
Lesotho,1.8,0.451,0.731,0.405,0.103,145,3.512,0.007,NULL,3.276,Sub-Saharan Africa,0.12,0.015,NULL,3.748,2021
Botswana,0.648,1.099,0.724,0.539,0.027,146,3.467,0.34,NULL,3.322,Sub-Saharan Africa,0.074,0.088,NULL,3.611,2021
Rwanda,1.095,0.364,0.202,0.627,0.227,147,3.415,0.407,NULL,3.282,Sub-Saharan Africa,0.068,0.493,NULL,3.548,2021
Zimbabwe,1.205,0.457,0.649,0.359,0.157,148,3.145,0.243,NULL,3.03,Sub-Saharan Africa,0.058,0.075,NULL,3.259,2021
Afghanistan,1.895,0.37,0,0,0.122,149,2.523,0.126,NULL,2.449,Southern Asia,0.038,0.01,NULL,2.596,2021
